Player,Team_x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,WS,WS/48,Pick,Pos,Weight,Age,Pre-Draft Team,Agility,Shuttle Run,Sprint,Standing Vertical,Max Vertical Leap,Max Bench Press,Body Fat Percentage,Hand Length,Hand Width,Heightw/oshoesinches,Heightw/shoesinches,Standing_Reach_inches,Wingspan_inches
Kevin Murphy,TTU,33,34.5,7.2,16.3,0.444,2.4,5.8,0.416,3.8,5.2,0.725,3.3,2.2,0.9,4.3,5.2,2.3,0.8,0.2,20.6,0.55,0.518,158.5,3.3,15.2,9.4,16.3,14.9,1.4,0.7,32.3,-5,1.3,106.1,104.7,1.4,318.1,20.2,-0.3,-0.272,47,SG,185,22,Tennessee Tech,10.97,-,3.42,31,36.5,11,0.058,8.5,8.5,77,78.25,99,78.75
Nolan Smith,DUKE,37,34,7,15.4,0.458,1.5,4.4,0.35,5.1,6.2,0.813,3.2,1.9,1.2,3.3,4.5,5.1,1.2,0.1,20.6,0.564,0.508,162,4,10.2,7.2,30.3,14.8,2,0.2,30.7,0.6,1.3,116.6,95,21.6,470.2,23.9,-0.3,-0.029,21,PG,190,22,Duke,11.05,-,3.17,28.5,34,9,0.056,8.5,9.25,73.5,75.5,99,77.5
Jameer Nelson,SJU,32,33.7,7.3,15.4,0.475,2.3,5.8,0.39,3.7,4.7,0.792,2.8,1.8,1,3.7,4.7,5.3,3,0,20.6,0.584,0.549,165.7,3.7,12.2,8.1,34.3,13.9,5.2,0,31.4,2,1.3,118.2,88.1,30.1,498.6,27.9,6.6,0.136,20,PG,190,22,Saint Joseph's,10.95,-,3.14,28.5,33.5,15,0.08,-,-,71,72.5,95,74.5
O.J. Mayo,USC,33,36.8,7.2,16.2,0.442,2.7,6.5,0.409,3.7,4.6,0.803,3.5,2.4,1.1,3.5,4.5,3.3,1.5,0.4,20.7,0.562,0.524,165.4,3.8,10.4,7.4,21.4,16.1,2.5,1.1,31.8,-3.7,1.3,108.1,96.6,11.6,362.2,21.7,5.6,0.087,3,SG,210,20,USC,11.04,-,3.14,30.5,41,7,0.063,-,-,75.25,76.25,99.5,78
Andrew Nicholson,STBN,31,33.8,7.6,13.4,0.571,0.2,0.7,0.261,5.3,7.5,0.711,3.2,3,1.7,5.6,7.3,1,0.5,1.5,20.8,0.638,0.601,178.1,11,22.9,17.2,9.4,14.7,1.3,7.3,29.6,-6.3,1.5,120.5,94.1,26.4,454.9,30.6,1.7,0.065,19,PF,250,22,St. Bonaventure,11.89,-,3.67,28.5,30.5,10,0.076,10,10.75,80.5,81.5,107,88
Eric Gordon,IU,32,34.7,5.8,13.3,0.433,2.2,6.5,0.337,7.2,8.7,0.834,3.6,2.2,0.7,2.5,3.2,2.4,1.3,0.6,20.9,0.601,0.515,160.3,2.6,8,5.5,15.1,17.1,2.3,2,30.8,-5.7,1.6,114.7,99.7,15,320.6,22.3,5.3,0.12,7,SG,215,19,Indiana,10.81,-,3.01,32,40,15,0.082,-,-,74,75.25,99,81
Ryan Anderson,Cal,33,32.8,7,14.2,0.491,1.9,4.7,0.413,5.2,6,0.869,2.2,2.2,3,6.9,10,1.4,0.4,0.5,21.1,0.62,0.56,177.4,11.5,23.6,17.9,9.7,11.6,0.6,1.9,29.5,-3.9,1.5,125.5,105.3,20.2,510.6,28.2,8.9,0.219,21,PF,240,20,California,,,,,,,,,,,,,
Marcus Thornton,LSU,35,32,7.3,15.5,0.472,2.2,5.7,0.388,4.3,5.7,0.745,1.8,2.1,2,3.5,5.5,2.1,1.6,0.4,21.1,0.58,0.544,160.5,7.1,11.8,9.4,15.4,9.1,2.9,1.2,30.8,-1.2,1.4,122.3,97,25.3,463.2,27.9,4,0.103,43,SG,205,22,LSU,10.73,-,3.28,31,33,14,0.048,-,-,74.75,75.75,99,77
Orlando Johnson,UCSB,32,33.3,6.9,14.6,0.475,2.1,5.1,0.405,5.1,6.4,0.804,2.7,2.1,1.5,4.7,6.2,2.9,1.2,0.5,21.1,0.598,0.546,168.4,6.3,16.5,11.8,24.2,13.4,2.4,1.9,33.3,-2.4,1.4,117,97.6,19.4,436.5,27.8,1.5,0.115,36,SG,220,23,UC Santa Barbara,10.98,-,3.25,32,39.5,13,0.07,9,9.5,75.75,77.25,99,83.25
Luke Jackson,UO,31,34.6,6.8,13.9,0.488,2.4,5.4,0.44,5.3,6.1,0.862,3,1.7,1.8,5.4,7.2,4.5,1.2,0.2,21.2,0.631,0.573,179.1,6.7,18,12.6,30.1,15.2,2,0.5,28.8,0,1.5,124.5,101.7,22.8,506.6,26.3,0.1,0.085,10,SF,215,22,Oregon,11.1,-,3.24,26.5,36,13,0.08,-,-,78,79,103,80.5
Dominique Jones,USF,33,37.1,6.7,14.9,0.45,1.6,5.1,0.311,6.3,8.5,0.741,3,2.8,1.1,5,6.1,3.6,1.7,0.6,21.4,0.562,0.503,150.3,3.6,15,9.4,24.4,13.5,2.8,1.6,31.1,-1.5,1.4,113.8,98.5,15.4,440,25.3,0.2,0.044,25,SG,215,21,South Florida,10.88,-,3.31,26,32.5,19,0.059,9,10.25,75.25,77,101,81.25
Hakim Warrick,SU,34,37.5,7.4,13.6,0.546,0.3,0.9,0.281,6.2,9.1,0.681,2.5,2.3,3.1,5.5,8.6,1.5,1,0.8,21.4,0.595,0.556,150.8,9.8,15.6,12.9,8,12.4,1.6,2.5,27,-4,1.6,121,97,24,492.5,23.8,4.7,0.111,19,SF/PF,219,22,Syracuse,-,-,3.22,33,38,11,-%,-,-,79.25,80.5,108,86
Toney Douglas,FSU,35,36.5,6.8,15.3,0.446,2.4,6.3,0.385,5.4,6.6,0.81,2.5,2.2,0.8,3.1,3.9,2.9,1.8,0.4,21.5,0.581,0.525,164.1,2.7,9.1,6.1,20.2,11.9,2.9,1.3,29.1,-1.5,1.4,119,97.1,21.9,426.8,24.1,4.2,0.101,29,PG,195,23,Florida State,10.63,-,3.03,28,32.5,15,0.052,-,-,73,74,97.5,78
George Hill,IUPUI,32,36.8,6.9,12.6,0.545,1.5,3.4,0.45,6.2,7.7,0.812,2.9,2.8,1.5,5.2,6.8,4.3,1.8,0.4,21.5,0.661,0.605,180.6,6.1,18,12.5,24.1,15.3,3.4,1.6,28.2,-0.3,1.7,131.4,95.5,36,535.9,31.8,9.7,0.177,26,PG/SG,188,22,IUPUI,12.2,-,3.07,34,37.5,9,0.03,-,-,73.25,74.5,97.5,81
Brandon Hunter,OU,30,38.3,7.2,13.8,0.523,0.4,1.2,0.297,6.6,11.2,0.594,3.6,2.8,3.2,9.4,12.6,2.6,0.8,1.2,21.5,0.561,0.536,141.4,10.5,29.6,20.3,17.7,15.8,1.3,3.3,31.2,-5.1,1.6,108.3,101.6,6.6,502.4,25.4,0.6,0.066,56,C,260,22,Ohio,11.13,-,3.21,32.5,35,25,0.08,-,-,78.5,,105.5,86.75
Dwyane Wade,MU,33,32.1,7.6,15.2,0.501,0.4,1.3,0.318,5.9,7.5,0.779,3.2,2.3,1.8,4.5,6.3,4.4,2.2,1.3,21.5,0.573,0.515,159.8,7.2,15.4,11.6,31.1,14.7,4,4.2,34.4,-1,1.4,118.8,96.3,22.5,526.6,31.3,14.7,0.232,5,SG,220,21,Marquette,10.56,-,3.08,31.5,35,9,0.067,-,-,75.75,,102,82.75
Klay Thompson,WSU,34,34.7,7.1,16.2,0.436,2.9,7.2,0.398,4.6,5.4,0.838,3.4,2.9,0.7,4.5,5.2,3.7,1.6,0.9,21.6,0.574,0.525,167.2,2.5,14.1,8.6,24.6,15.3,2.7,3.1,32.6,-2.5,1.3,110,95.1,14.9,440.6,24.2,8.8,0.172,11,SG,215,21,Washington State,10.99,-,3.24,26.5,31.5,5,0.08,8.75,9.25,77.75,79.25,103.5,81
Ryan Gomes,PROV,31,37.5,8,16.1,0.496,1.7,4.4,0.38,4,5.2,0.77,2.5,1.6,2.8,5.5,8.2,3.2,1.5,0.2,21.6,0.605,0.545,171,13.3,19.4,16.4,15.9,14.4,2.8,0.4,27,-3.1,1.4,122.3,96.6,25.7,448.2,26.1,4.8,0.096,50,SF,245,22,Providence,12.49,-,3.24,26.5,30.5,9,-%,-,-,78.5,79.75,106.5,86
Norris Cole,CSU,36,35.7,7,15.9,0.439,1.4,4.1,0.342,6.3,7.4,0.853,2.7,2.4,0.8,5.1,5.8,5.3,2.2,0.1,21.7,0.558,0.483,163.4,2.6,16.8,9.8,37,12.2,4,0.3,32.1,2.5,1.4,118.6,91.2,27.4,549,29.1,1.4,0.036,28,PG,175,22,Cleveland State,10.07,-,3.22,29.5,38.5,11,0.047,8.5,9.5,72.25,73.75,95.5,74.25
Kris Humphries,U of M,29,34.1,7.6,17.2,0.444,0.6,1.7,0.34,5.9,7.9,0.742,2.8,2.2,3.1,7,10.1,0.7,0.9,1.1,21.7,0.518,0.461,152.6,10,23.7,16.6,4.8,11.9,1.6,3.6,34.6,-6.9,1.3,105.6,101.8,3.8,376.6,24,5.4,0.125,14,PF,235,19,Minnesota,11.33,-,3.2,29.5,36,22,0.067,-,-,80.25,81.5,106.5,84.5
Andre Emmett,TTU,34,37,8.7,17.5,0.499,0.3,1.1,0.289,4,5.6,0.712,2.1,1.5,2.3,4.4,6.6,1.9,1.9,0.5,21.8,0.54,0.508,150.1,7.1,13.8,10.4,11,9.4,3,1.4,30.1,-2.3,1.2,111.1,94.2,17,458.4,24.4,0.1,0.089,35,SF,224,21,Texas Tech,-,-,-,-,-,-,0.067,-,-,75.5,76.5,100,81
Nick Fazekas,UNR,33,31.8,8.1,15.4,0.529,0.9,3.2,0.29,4.7,5.5,0.846,1.8,1.8,3,7.3,10.4,2.1,1.1,1.5,21.8,0.607,0.559,166.4,11.2,24.8,18.3,16.3,9,2.1,4.7,31.2,-1.3,1.4,127.7,85.9,41.8,618.5,34.4,0.8,0.148,34,F,240,22,Nevada,,,,,,,,,,,,,
Isaiah Canaan,MSU,31,36.5,6.9,16.1,0.431,3,8.2,0.37,4.9,6,0.822,3.2,1.9,0.6,2.9,3.5,4.3,1.5,0.1,21.8,0.642,0.59,176,3.1,9.2,6.3,24.4,15.4,2.4,0.2,27,-0.8,1.6,125.9,94,31.9,399.2,25.5,1.4,0.072,34,PG,201,22,Murray State,10.98,2.89,3.22,33,40.5,16,0.059,8.25,9.5,71,72,94.5,76.5
C.J. McCollum,LU,35,33.1,7.3,16.4,0.443,1.7,5,0.341,5.7,7,0.811,2.3,2.1,1.4,5.1,6.6,3.5,2.6,0.5,21.9,0.556,0.496,159.6,5,17.7,11.4,25.4,10.6,4.6,1.8,33.7,0.1,1.3,117.3,89.1,28.2,545.8,31.3,7.6,0.131,10,SG/PG,190,21,Lehigh,,,,,,,,,,,,,
Luke Babbitt,UNR,34,37.1,7.4,14.8,0.5,1.2,3,0.416,5.9,6.4,0.917,2.4,2.6,2.1,6.8,8.9,2.1,1,0.8,21.9,0.614,0.542,183.3,6.6,19.6,13.4,11,11.8,1.6,2,26.9,-2.5,1.5,124.4,102.5,21.8,538.6,26.5,1.8,0.081,16,PF,225,21,Nevada,10.98,-,3.4,29.5,37.5,15,0.056,8.5,10,79.5,80.75,104.5,83.25
Landry Fields,SU,32,36.2,7.8,15.8,0.49,0.9,2.7,0.337,5.6,8,0.696,2.6,2,2.5,6.2,8.8,2.8,1.6,0.8,22,0.56,0.519,152.4,7.9,20.7,14.1,19.6,11.7,2.6,2.3,31.6,-2,1.4,113.8,98.2,15.6,507.9,27.4,5.3,0.1,39,SF,210,21,Stanford,,,,,,,,,,,,,
Carmelo Anthony,SU,35,36.4,7.9,17.5,0.453,1.6,4.7,0.337,4.8,6.8,0.706,2.2,2.2,2.9,6.9,9.7,2.2,1.5,0.9,22.2,0.537,0.498,149.6,9.5,19.5,14.8,11.9,9.6,2.2,2.3,29.3,-1.9,1.3,116.8,92.5,24.3,554.2,25,10.7,0.172,3,SF,240,19,Syracuse,11.4,-,3.15,30.5,33.5,7,0.08,-,-,78.25,,105.5,84
James Anderson,OSU,33,34.1,6.8,15,0.457,2.2,6.6,0.341,6.3,7.8,0.81,2.4,2.7,1.9,3.9,5.9,2.5,1.4,0.6,22.3,0.596,0.532,160.9,6.7,12.8,9.8,16.7,11.2,2.4,1.9,31.6,-2.1,1.5,121.6,98.7,22.9,453.2,27.6,1.9,0.039,20,SG,210,21,Oklahoma State,11.86,-,3.19,30,35.5,14,0.079,8.5,7.25,76.75,77.75,104,80.5
Nate Wolters,SDSU,33,38.1,7.3,15.1,0.485,1.9,5.1,0.379,5.7,7,0.813,2.3,1.5,1.1,4.5,5.6,5.8,1.7,0.1,22.3,0.604,0.549,167.7,3.7,14.3,9.1,34.6,11.2,2.8,0.4,29.8,4.3,1.5,126.9,99.2,27.7,573,30.3,1.2,0.043,38,SG,190,22,South Dakota State,-,-,-,-,-,8,0.055,8.25,8.75,75.5,76.75,98,75.75
Eric Maynor,VCU,32,35.5,7.3,15.6,0.471,1.9,5.2,0.369,5.7,7,0.813,2.8,2.4,0.4,3.1,3.5,6.4,1.6,0.2,22.3,0.59,0.533,165.3,1.4,9.9,5.7,42.2,12.9,2.8,0.5,32.1,4.2,1.4,122.4,96.3,26.1,476.4,28.7,1.9,0.071,20,PG,175,22,VCU,10.78,-,3.19,28.5,31.5,8,0.054,-,-,74.25,75.25,97,74.5
Chris Kaman,CMU,31,34,7.9,12.6,0.622,0,0,0,6.7,8.9,0.75,4.4,3.2,3.6,8.4,12,1.3,0.6,3.2,22.4,0.664,0.622,137.2,14.4,28.6,22.1,8.6,20.8,1,8.5,30.2,-10,1.8,116.2,94.8,21.4,574.8,29,6.1,0.114,6,C,265,21,Central Michigan,11.33,-,3.37,23.5,30.5,15,0.163,-,-,83.5,,110.5,83.75
Tyler Hansbrough,UNC,39,33,7.4,13.7,0.54,0,0.2,0,7.8,9.7,0.806,2.1,2.4,3.9,6.4,10.2,0.9,1.5,0.4,22.6,0.618,0.54,134.7,13,19.8,16.5,4.8,10.4,2.4,1,27.3,-4.1,1.6,131.3,93.1,38.2,654.9,29.5,4.4,0.154,13,PF,250,23,North Carolina,11.12,-,3.27,27.5,34,18,0.085,-,-,80.25,81.5,106,83.5
Charles Jenkins,HOF,33,37.3,7.5,14.6,0.517,2,4.8,0.42,5.5,6.7,0.824,2.2,2,0.5,2.8,3.3,4.8,1.7,0.6,22.6,0.635,0.585,176.1,1.8,8.9,5.4,31.5,11.1,3,1.9,28.8,2.7,1.5,127.9,105.9,22,518.6,29.4,0.5,0.028,44,PG,215,22,Hofstra,11.68,-,3.18,29.5,34,16,0.043,8.5,9,73.5,75.25,96.5,79.5
Willie Green,UDM,30,34,8.1,16.6,0.49,1.2,3.3,0.378,5.1,6.3,0.805,2.3,2.4,1.1,3.9,4.9,2.5,1.3,0.4,22.6,0.576,0.527,167.3,4.4,15.3,10,17,10.4,2.5,1.6,33.8,-1.9,1.4,119.2,97.2,22,375.8,28.1,2.5,0.103,41,SG,201,21,Detroit-Mercy,11.86,-,3.19,28.5,28.5,13,0.08,-,-,74.5,,100,79.25
Blake Griffin,OU,35,33.3,8.6,13.1,0.655,0.1,0.3,0.333,5.5,9.3,0.588,3.3,2.6,3.9,10.5,14.4,2.3,1.1,1.2,22.7,0.648,0.658,157.6,14.1,32.3,24,16.2,15.8,2,3.6,30.8,-5.1,1.7,122.6,87.1,35.5,741.4,35.2,12.2,0.205,1,PF,251,20,Oklahoma,10.95,-,3.28,32,35.5,22,0.082,-,-,80.5,82,105,83.25
Mike Sweetney,GU,34,32,7.8,14.2,0.547,0,0.1,0,7.3,9.9,0.738,2.1,2.8,4.1,6.7,10.8,1.9,1.4,3.2,22.8,0.604,0.547,128.5,14.7,24.5,19.6,15.2,9.9,2.3,10.2,30.2,-2.3,1.6,125.9,85.3,40.6,700.2,33.8,3.8,0.122,9,PF,275,20,Georgetown,,,,,,,,,,,,,
Ike Diogu,ASU,27,36.9,6.6,12.5,0.53,0.5,1.4,0.378,8.7,10.7,0.812,3.7,2.9,3.3,5.5,8.7,1.6,0.4,1.7,22.8,0.663,0.598,177.3,7.1,11.7,9.4,8.2,17.4,1,6.3,27.3,-8.1,1.8,121,110.5,10.5,549.4,29.6,2.6,0.123,9,PF/C,255,21,Arizona State,11.94,-,3.45,28,31,21,-%,-,-,78.5,80,109,87.5
Luke Harangody,ND,34,34.3,8.8,19.2,0.459,0.4,1.1,0.368,5.2,6.7,0.777,1.8,2.3,3.5,8.3,11.8,2.1,0.9,0.9,23.3,0.52,0.47,160.5,10.7,25.2,18,14.6,7.5,1.6,2.5,35.4,-1.3,1.2,112.7,98,14.6,578.4,29.8,0.6,0.048,52,PF,245,22,Notre Dame,11.83,-,3.41,24,28.5,23,0.111,8.75,9.75,78,79.75,106,81.5
Kemba Walker,UConn,41,37.6,7.7,18,0.428,1.8,5.5,0.33,6.3,7.7,0.819,2.3,1.4,1.3,4.1,5.4,4.5,1.9,0.2,23.5,0.543,0.478,157.7,3.9,11.5,7.9,28,9.5,3.1,0.5,32.4,2,1.3,120.9,97.8,23.1,620.1,27.9,9.9,0.165,9,PG/SG,184,21,Connecticut,10.87,-,3.16,32,39.5,7,0.059,8,9,71.5,73,91.5,75.5
Andrew Goudelock,C of C,37,35.2,8.6,18.9,0.455,3.5,8.7,0.407,3,3.6,0.821,3.2,1.8,0.7,3.2,3.9,4.2,0.9,0.2,23.7,0.575,0.549,168.3,2.3,10.1,6.3,26.4,13.5,1.5,0.5,34.6,-1.1,1.3,115.2,105.1,10.1,461,25,0.1,0.011,46,SG,200,22,Charleston,10.33,-,3.1,32.5,37,4,0.099,8.25,9.25,73.25,74.75,96.5,76.25
Jodie Meeks,UK,36,34.4,7.3,15.8,0.463,3.2,8,0.406,5.9,6.5,0.902,2.7,1.9,0.5,2.9,3.4,1.8,1.3,0.1,23.7,0.629,0.566,177.1,2,8.6,5.7,11.7,12.4,2.2,0.4,31,-4.2,1.5,121.7,98.4,23.3,422,24.8,5.1,0.12,41,SG,210,21,Kentucky,10.96,-,3.1,28.5,37,14,0.08,-,-,75,76,98,76.5
Damian Lillard,WSU,32,34.6,7.2,15.5,0.467,2.9,7.2,0.409,7.1,8,0.887,2.3,1.9,0.5,4.5,5,4,1.5,0.2,24.5,0.635,0.562,176.3,1.9,14.9,8.7,27.1,10.7,2.5,0.7,33,1,1.6,128.5,99.9,28.7,518.4,32.7,10.6,0.174,6,PG,195,21,Weber State,11.15,-,3.34,34.5,39.5,13,0.059,8.75,9.75,73.75,74.75,95.5,79.75
Luis Flores,MAN,30,38.9,7.7,16.9,0.455,1.9,4.8,0.386,7.4,8.2,0.902,3.3,2.3,1.6,4,5.6,2.9,1.9,0.4,24.6,0.592,0.51,174.3,4.1,10,7,17.2,13.6,3,0.9,30.6,-3.5,1.5,118,98.5,19.5,428.6,26.4,0,-0.02,55,G,205,23,Manhattan,10.97,-,3.1,29,32,15,0.06,-,-,72.5,73.75,98.5,79.5
MarShon Brooks,PROV,32,36.5,8.6,17.8,0.483,2.1,6.2,0.34,5.3,6.8,0.772,3.1,2.5,2.2,4.8,7,2.5,1.5,1.2,24.6,0.584,0.542,159.5,6.3,14.1,10.1,16,12.7,2.3,3,30.6,-3.5,1.4,118.1,103.3,14.8,493.4,26.7,1.3,0.068,25,SG,200,22,Providence,,,,,,,,,,,,,
Rodney Stuckey,EWU,29,33.3,7.8,17.3,0.453,1.5,5.6,0.267,7.4,8.8,0.846,3.4,2.3,1.2,3.4,4.7,5.5,2.4,0.3,24.6,0.573,0.496,156.7,4.5,11.5,8.2,33.6,13.6,4.5,1,34.4,0.9,1.4,120,104.3,15.7,459,30.3,5,0.111,15,SG/PG,205,21,Eastern Washington,11.34,-,3.11,30.5,35,14,0.061,-,-,75.75,76.5,100.5,79.25
Kevin Martin,WCU,27,31.3,7.7,16.3,0.474,1.9,5.6,0.336,7.6,9.3,0.817,3.1,1.9,0.9,3.9,4.8,1.7,1.9,0.3,24.9,0.602,0.532,162.7,3.9,14.4,9.4,15.2,13.1,3.7,1.1,36.7,-6,1.5,117.6,93.9,23.6,348,29.7,10.2,0.173,26,SG,199,21,Western Carolina,,,,,,,,,,,,,
Erick Green,VT,32,36.6,8.2,17.2,0.475,1.9,4.9,0.389,6.8,8.3,0.816,2.2,1.4,0.5,3.5,4,3.8,1.3,0.2,25,0.592,0.53,168,1.4,10.6,6,26.8,9.3,2.1,0.6,32.2,1,1.5,123.6,109,14.7,465.4,29.6,0.1,0.121,46,G,178,22,Virginia Tech,-,-,-,-,-,5,0.0435,8.5,9,73.5,75,98,77.75
Troy Bell,BC,31,38.6,7.2,16.4,0.441,3.4,8.5,0.402,7.3,8.6,0.847,2.5,2.1,1.5,3,4.6,3.7,2.3,0.2,25.2,0.615,0.545,168.9,5,9.5,7.2,19.1,11.1,3.3,0.6,28.6,-0.2,1.5,128.7,105.9,22.8,498,26.8,-0.2,-0.326,16,G,180,22,Boston College,10.89,-,3.06,34.5,41,17,0.053,-,-,72.25,,97.5,77
Quincy Douby,RU,33,36.7,8.7,18.8,0.462,3.5,8.8,0.401,4.5,5.3,0.847,2.8,1.8,0.8,3.5,4.3,3.1,1.8,0.8,25.4,0.595,0.556,171,2.7,10.9,6.8,25.2,11.5,3.1,2.6,35,-2,1.4,119,97.9,21.1,485.2,29.6,0,0,19,G,175,22,Rutgers,,,,,,,,,,,,,
Kevin Durant,UT,35,35.9,8.7,18.5,0.472,2.3,5.8,0.404,6,7.3,0.816,2.8,2,3,8.1,11.1,1.3,1.9,1.9,25.8,0.587,0.535,169.3,9,24,16.5,8.6,11.4,3,5.5,33.2,-5.2,1.4,120.3,92.3,28.1,684.5,32.7,19.2,0.295,2,SF/SG,240,18,Texas,12.33,-,3.45,26,33.5,0,0.066,-,-,81,82.25,110,88.75
Jermaine Taylor,UCF,31,31.9,9.4,19.5,0.48,3,7.9,0.376,4.5,5.5,0.812,2.8,1.8,1.9,3.3,5.2,1.9,1.3,0.8,26.2,0.591,0.556,166.7,7.3,12,9.7,17.5,11.2,2.4,3,39.4,-4.9,1.3,117.3,102.1,15.2,435.8,31.8,0.1,0.015,32,SG,205,22,UCF,11.54,-,3.32,34,37.5,16,0.058,-,-,75.5,76.75,101,80.75
Michael Beasley,KSU,33,31.5,9.3,17.5,0.532,1.1,2.9,0.379,6.5,8.5,0.774,2.9,2.6,4,8.4,12.4,1.2,1.3,1.6,26.2,0.61,0.563,168.5,13.5,30,21.6,9.3,11.8,2.3,5.6,35.1,-6.4,1.5,124.8,86.2,38.7,663.9,37.2,4.6,0.095,2,PF/SF,235,19,Kansas State,11.06,-,3.24,30,35,19,0.077,-,-,79,80.25,107,84.25
Morris Almond,RU,32,33.5,8.2,17,0.483,2.4,5.3,0.456,7.5,8.9,0.846,3.4,2.1,1.3,5.2,6.6,1.2,1.2,0.8,26.4,0.621,0.554,178.5,5.1,17.8,11.8,10,13.8,2.2,2.8,38.1,-8,1.6,116.2,98.1,18,453.4,31.1,0.1,0.01,25,SG,220,22,Rice,11.45,-,3.19,31,35.5,13,0.069,-,-,76.75,78,102.5,82
J.J. Redick,DUKE,36,36.7,8.4,17.9,0.47,3.9,9.2,0.421,6.1,7.1,0.863,2.5,1.5,0.2,1.9,2.1,2.6,1.4,0.1,26.8,0.63,0.578,175.4,0.5,4.9,2.8,15.7,10.4,2.2,0.1,31.9,-1.9,1.5,119.5,100.7,18.8,474.5,26,6.7,0.134,11,SG,200,22,Duke,,,,,,,,,,,,,
Lester Hudson,UTM,32,36,9.8,21.8,0.449,3.3,9.3,0.355,4.6,5.2,0.881,3.3,2.7,2.2,5.8,7.9,4.2,2.3,0.6,27.5,0.566,0.525,168.5,6.9,17.9,12.4,27.5,12,4,1.8,36.5,-1.4,1.3,119.3,93.8,25.5,581.2,33.1,0.2,0.141,58,PG/SG,190,24,Tennessee-Martin,11.15,-,3.16,30.5,36,12,0.034,-,-,71.75,73,98.5,80.75
Adam Morrison,GU,33,36.5,9.3,18.7,0.496,2.2,5.2,0.428,7.3,9.4,0.772,2.3,2,1.4,4.2,5.6,1.8,1.1,0.3,28.1,0.605,0.556,169.5,4.7,12.1,8.7,11.6,9,1.7,1,34.4,-3,1.5,124.8,105.5,19.3,492.1,29.4,0,0.009,3,SF,198,21,Gonzaga,11.46,-,3.37,25.5,30.5,11,0.068,-,-,78.5,79.75,105,82
Stephen Curry,DAV,34,33.7,9.2,20.2,0.455,3.8,9.9,0.387,6.5,7.4,0.876,3.7,2.4,0.6,3.8,4.4,5.6,2.5,0.2,28.6,0.605,0.55,171.8,1.9,11.8,6.8,39.6,13.5,4.4,0.8,38.4,0.1,1.4,122.9,88.2,34.6,601.4,35.3,17.9,0.318,7,PG,190,21,Davidson,11.07,-,3.28,29.5,35.5,10,0.057,-,-,74,75.25,97,75.5
Jimmer Fredette,BYU,37,35.8,9.4,20.7,0.452,3.4,8.5,0.396,6.8,7.6,0.894,3.5,1.3,0.6,2.8,3.5,4.3,1.3,0,28.9,0.594,0.533,174.2,2,8.2,5.1,28.8,12.7,2.2,0.1,37.8,-1.8,1.4,118.1,98.7,19.4,545,29.3,1.1,0.052,10,SG,195,22,Brigham Young,,,,,,,,,,,,,
Kendall Marshall,UNC,36,33,2.92,6.25,0.467,0.78,2.19,0.354,1.53,2.19,0.696,2.81,1.56,0.17,2.44,2.61,9.75,1.19,0.17,8.14,0.558,0.529,151.7,0.5,7.3,4,44.7,27.8,2,0.5,13.8,10.4,1.3,115,96.5,18.5,437.6,16.6,0.9,0.029,13,PG,195,20,North Carolina,12.03,-,3.23,31,37,-,0.078,8.5,9,75.25,76.25,96,77.5
Peyton Siva,U of L,40,31.2,3.48,8.6,0.404,0.95,3.3,0.288,2.12,2.45,0.867,2.65,2.58,0.3,2.05,2.35,5.7,2.25,0.15,10.03,0.54,0.494,139.8,1.5,11.2,6.3,34,23.9,4.2,0.7,21.7,2,1.4,104.7,92.2,12.5,297,16.8,-0.2,-0.032,56,PG,185,22,Louisville,10.59,2.93,3.16,33.5,41.5,15,0.0605,8,9.75,71.5,73,93,75
Jrue Holiday,UCLA,35,27.1,3.2,7.11,0.45,0.77,2.51,0.307,1.26,1.74,0.721,2.06,2.14,1.23,2.51,3.74,3.69,1.6,0.54,8.43,0.531,0.504,147.8,5.8,11.9,8.9,23.8,20.6,3.6,2.2,19.2,1.5,1.2,109.4,95.9,13.6,288.9,17.3,5.7,0.094,17,PG,205,19,UCLA,10.64,-,3.21,28.5,34,6,0.063,-,-,75.25,76.25,100.5,79
Darius Miller,UK,38,31,3.92,8.21,0.478,1.53,3.45,0.443,1.53,1.79,0.853,1.53,2.63,1.34,3.21,4.55,1.74,0.84,1.13,10.89,0.593,0.566,164.6,4.2,7.4,5.9,14.3,14.8,1.9,1.2,19.1,-0.3,1.3,119.5,96.2,23.3,262.6,17.3,2.4,0.082,46,SF,225,22,Kentucky,11.34,-,3.31,33,37,14,0.075,8.5,8.75,78,79.5,101,81
Tony Snell,UNM,35,31.2,4.11,9.74,0.422,1.83,4.69,0.39,2.46,2.91,0.843,2.06,1.31,0.4,2.23,2.63,2.89,0.83,0.49,12.51,0.612,0.582,166.6,1.5,10.2,6.1,18.7,15.1,1.2,1.7,20.3,0.2,1.4,117.6,93.1,24.5,254.4,17.5,3.4,0.071,20,SG,221,21,New Mexico,11.36,2.84,3.25,30,36.5,7,0.0485,9,9.5,78,79.25,105.5,83.5
